artist,date,rank,title,weeks
Jon Bellion,2017-01-28,25,The Human Condition,5
Ed Sheeran,2017-01-28,26,X,1
Sia,2017-01-28,27,This Is Acting,4
Gucci Mane,2017-01-28,28,The Return Of East Atlanta Santa,16
Metallica,2017-01-28,29,Hardwired...To Self-Destruct,1
Various Artists,2017-01-28,30,Epic Lit,27
Chance The Rapper,2017-01-28,31,Coloring Book,8
Keith Urban,2017-01-28,32,Ripcord,4
The Weeknd,2017-01-28,33,Beauty Behind The Madness,1
Panic! At The Disco,2017-01-28,34,Death Of A Bachelor,1
Alessia Cara,2017-01-28,35,Know-it-all,9
Childish Gambino,2017-01-28,36,"Awaken, My Love!",5
Lil Uzi Vert,2017-01-28,37,Lil Uzi Vert Vs. The World,37
Bryson Tiller,2017-01-28,38,T R A P S O U L,8
Kanye West,2017-01-28,39,The Life Of Pablo,1
Beyoncé,2017-01-28,40,Lemonade,1
George Michael,2017-01-28,41,Ladies & Gentlemen - The Best Of George Michael,41
Melanie Martinez,2017-01-28,42,Cry Baby,6
J. Cole,2017-01-28,43,2014 Forest Hills Drive,1
DJ Snake,2017-01-28,44,Encore,8
Justin Bieber,2017-01-28,45,Purpose,1
Thomas Rhett,2017-01-28,46,Tangled Up,6
Twenty One Pilots,2017-01-28,47,Vessel,21
The Rolling Stones,2017-01-28,48,Blue And Lonesome,4
Florida Georgia Line,2017-01-28,49,Dig Your Roots,2
Lady GaGa,2017-01-28,50,Joanne,1
John Legend,2017-01-28,51,Darkness And Light,14
James Arthur,2017-01-28,52,Back From The Edge,52
Various Artists,2017-01-28,53,The Hamilton Mixtape,1
G-Eazy,2017-01-28,54,When It's Dark Out,5
D.R.A.M.,2017-01-28,55,Big Baby D.r.a.m.,19
Kid Cudi,2017-01-28,56,"Passion, Pain & Demon Slayin'",11
Kevin Gates,2017-01-28,57,Islah,2
Halsey,2017-01-28,58,Badlands,2
The Lumineers,2017-01-28,59,Cleopatra,1
Drake,2017-01-28,60,Take Care,1
2pac,2017-01-28,61,Greatest Hits,61
Michael Jackson,2017-01-28,62,The Essential Michael Jackson,46
Drake,2017-01-28,63,If You're Reading This It's Too Late,1
Yo Gotti,2017-01-28,64,White Friday (cm9),16
Grace Vanderwaal,2017-01-28,65,Perfectly Imperfect (ep),9
Phil Collins,2017-01-28,66,The Singles,44
Ed Sheeran,2017-01-28,67,+,5
Sam Hunt,2017-01-28,68,Montevallo,3
Miranda Lambert,2017-01-28,69,The Weight Of These Wings,3
Pink Guy,2017-01-28,70,Pink Season,70
Kendrick Lamar,2017-01-28,71,"Good Kid, M.A.A.D City",2
Eminem,2017-01-28,72,The Eminem Show,12
Lil Uzi Vert,2017-01-28,73,The Perfect Luv Tape,55
Jason Aldean,2017-01-28,74,They Don't Know,1
Green Day,2017-01-28,75,Revolution Radio,1
A Boogie Wit Da Hoodie,2017-01-28,76,Artist,76
Solange,2017-01-28,77,A Seat At The Table,1
Frank Ocean,2017-01-28,78,Blonde,1
Future,2017-01-28,79,DS2,1
Eminem,2017-01-28,80,Curtain Call: The Hits,1
Journey,2017-01-28,81,Greatest Hits,18
Drake,2017-01-28,82,Nothing Was The Same,1
Bob Marley,2017-01-28,83,Legend: The Best Of Bob Marley And The Wailers,5
A Tribe Called Quest,2017-01-28,84,We Got It From Here... Thank You 4 Your Service,1
Adele,2017-01-28,85,21,1
Bruno Mars,2017-01-28,86,Doo-wops & Hooligans,3
DJ Khaled,2017-01-28,87,Major Key,1
Billy Joel,2017-01-28,88,The Essential Billy Joel,15
Sam Smith,2017-01-28,89,In The Lonely Hour,2
David Bowie,2017-01-28,90,Legacy (The Very Best Of),78
Queen,2017-01-28,91,Greatest Hits I Ii & Iii: The Platinum Collection,82
Drake,2017-01-28,92,What A Time To Be Alive,1
Jon Pardi,2017-01-28,93,California Sunrise,11
Meek Mill,2017-01-28,94,DC4,3
Daya,2017-01-28,95,"Sit Still, Look Pretty",36
Fetty Wap,2017-01-28,96,Fetty Wap,1
Lukas Graham,2017-01-28,97,Lukas Graham,26
Luke Bryan,2017-01-28,98,Kill The Lights,1
Blake Shelton,2017-01-28,99,If I'm Honest,3
Fifth Harmony,2017-01-28,100,7 / 27,4
The Weeknd,2017-01-21,1,Starboy,1
Soundtrack,2017-01-21,2,Moana,2
Bruno Mars,2017-01-21,3,24K Magic,2
Drake,2017-01-21,4,Views,1
J. Cole,2017-01-21,5,4 Your Eyez Only,1
Original Broadway Cast Recording,2017-01-21,6,Hamilton: An American Musical,3
Twenty One Pilots,2017-01-21,7,Blurryface,1
Soundtrack,2017-01-21,8,Sing,8
Soundtrack,2017-01-21,9,Suicide Squad - The Album,1
Soundtrack,2017-01-21,10,Trolls,3
The Chainsmokers,2017-01-21,11,Collage,6
Shawn Mendes,2017-01-21,12,Illuminate,1
Ariana Grande,2017-01-21,13,Dangerous Woman,2
Post Malone,2017-01-21,14,Stoney,6
Soundtrack,2017-01-21,15,La La Land,15
Rihanna,2017-01-21,16,ANTI,1
Rae Sremmurd,2017-01-21,17,Sremmlife 2,4
The Rolling Stones,2017-01-21,18,Blue And Lonesome,4
Travis Scott,2017-01-21,19,Birds In The Trap Sing McKnight,1
Adele,2017-01-21,20,25,1
Panic! At The Disco,2017-01-21,21,Death Of A Bachelor,1
Chris Stapleton,2017-01-21,22,Traveller,1
Metallica,2017-01-21,23,Hardwired...To Self-Destruct,1
21 Savage,2017-01-21,24,Savage Mode,24
Various Artists,2017-01-21,25,"The Rca-list, Volume 2",23
Childish Gambino,2017-01-21,26,"Awaken, My Love!",5
The Weeknd,2017-01-21,27,Beauty Behind The Madness,1
Jon Bellion,2017-01-21,28,The Human Condition,5
Sia,2017-01-21,29,This Is Acting,4
Gucci Mane,2017-01-21,30,The Return Of East Atlanta Santa,16
Twenty One Pilots,2017-01-21,31,Vessel,21
Alessia Cara,2017-01-21,32,Know-it-all,9
Keith Urban,2017-01-21,33,Ripcord,4
Beyoncé,2017-01-21,34,Lemonade,1
George Michael,2017-01-21,35,Twentyfive,12
DJ Snake,2017-01-21,36,Encore,8
A Tribe Called Quest,2017-01-21,37,We Got It From Here... Thank You 4 Your Service,1
Melanie Martinez,2017-01-21,38,Cry Baby,6
Yo Gotti,2017-01-21,39,White Friday (cm9),16
Justin Bieber,2017-01-21,40,Purpose,1
Pentatonix,2017-01-21,41,A Pentatonix Christmas,1
Blake Shelton,2017-01-21,42,If I'm Honest,3
Lil Uzi Vert,2017-01-21,43,Lil Uzi Vert Vs. The World,43
Grace Vanderwaal,2017-01-21,44,Perfectly Imperfect (ep),9
George Michael,2017-01-21,45,Faith,18
Chance The Rapper,2017-01-21,46,Coloring Book,8
Bryson Tiller,2017-01-21,47,T R A P S O U L,8
D.R.A.M.,2017-01-21,48,Big Baby D.r.a.m.,19
Lady GaGa,2017-01-21,49,Joanne,1
Thomas Rhett,2017-01-21,50,Tangled Up,6
J. Cole,2017-01-21,51,2014 Forest Hills Drive,1
Florida Georgia Line,2017-01-21,52,Dig Your Roots,2
Various Artists,2017-01-21,53,The Hamilton Mixtape,1
John Legend,2017-01-21,54,Darkness And Light,14
Miranda Lambert,2017-01-21,55,The Weight Of These Wings,3
Kevin Gates,2017-01-21,56,Islah,2
Halsey,2017-01-21,57,Badlands,2
Michael Jackson,2017-01-21,58,The Essential Michael Jackson,46
The Lumineers,2017-01-21,59,Cleopatra,1
Jason Aldean,2017-01-21,60,They Don't Know,1
Run The Jewels,2017-01-21,61,Run The Jewels 3,35
Kid Cudi,2017-01-21,62,"Passion, Pain & Demon Slayin'",11
Various Artists,2017-01-21,63,Epic Lit,27
G-Eazy,2017-01-21,64,When It's Dark Out,5
Drake,2017-01-21,65,Take Care,1
2pac,2017-01-21,66,Greatest Hits,66
Maren Morris,2017-01-21,67,Hero,5
Drake,2017-01-21,68,If You're Reading This It's Too Late,1
James Arthur,2017-01-21,69,Back From The Edge,69
Daya,2017-01-21,70,"Sit Still, Look Pretty",36
Ed Sheeran,2017-01-21,71,X,1
Eminem,2017-01-21,72,The Eminem Show,12
Sam Hunt,2017-01-21,73,Montevallo,3
Prince,2017-01-21,74,4Ever,35
Solange,2017-01-21,75,A Seat At The Table,1
Pink Guy,2017-01-21,76,Pink Season,76
Kendrick Lamar,2017-01-21,77,"Good Kid, M.A.A.D City",2
Bob Marley,2017-01-21,78,Legend: The Best Of Bob Marley And The Wailers,5
Cole Swindell,2017-01-21,79,You Should Be Here,6
Journey,2017-01-21,80,Greatest Hits,18
Various Artists,2017-01-21,81,Now 60,7
Fifth Harmony,2017-01-21,82,7 / 27,4
Bruno Mars,2017-01-21,83,Doo-wops & Hooligans,3
Lil Uzi Vert,2017-01-21,84,The Perfect Luv Tape,55
Carrie Underwood,2017-01-21,85,Storyteller,2
Frank Ocean,2017-01-21,86,Blonde,1
Eagles,2017-01-21,87,Their Greatest Hits 1971-1975,11
Taylor Swift,2017-01-21,88,1989,1
Eminem,2017-01-21,89,Curtain Call: The Hits,1
DJ Khaled,2017-01-21,90,Major Key,1
Adele,2017-01-21,91,21,1
Lukas Graham,2017-01-21,92,Lukas Graham,26
Luke Bryan,2017-01-21,93,Kill The Lights,1
A Boogie Wit Da Hoodie,2017-01-21,94,Artist,94
Future,2017-01-21,95,DS2,1
Meek Mill,2017-01-21,96,DC4,3
DNCE,2017-01-21,97,Dnce,17
Various Artists,2017-01-21,98,This Is A Challenge,93
Guns N' Roses,2017-01-21,99,Greatest Hits,3
Jon Pardi,2017-01-21,100,California Sunrise,11
Pentatonix,2017-01-14,1,A Pentatonix Christmas,1
The Weeknd,2017-01-14,2,Starboy,1
Bruno Mars,2017-01-14,3,24K Magic,2
J. Cole,2017-01-14,4,4 Your Eyez Only,1
Original Broadway Cast Recording,2017-01-14,5,Hamilton: An American Musical,3
Soundtrack,2017-01-14,6,Moana,5
Twenty One Pilots,2017-01-14,7,Blurryface,1
Drake,2017-01-14,8,Views,1
Pentatonix,2017-01-14,9,That's Christmas To Me,2
Soundtrack,2017-01-14,10,Suicide Squad - The Album,1
Shawn Mendes,2017-01-14,11,Illuminate,1
George Michael,2017-01-14,12,Twentyfive,12
Metallica,2017-01-14,13,Hardwired...To Self-Destruct,1
Soundtrack,2017-01-14,14,Trolls,3
The Rolling Stones,2017-01-14,15,Blue And Lonesome,4
Yo Gotti,2017-01-14,16,White Friday (cm9),16
Adele,2017-01-14,17,25,1
George Michael,2017-01-14,18,Faith,18
Rae Sremmurd,2017-01-14,19,Sremmlife 2,4
Michael Bublé,2017-01-14,20,Christmas,1
Soundtrack,2017-01-14,21,Sing,21
Garth Brooks,2017-01-14,22,The Ultimate Collection,6
The Chainsmokers,2017-01-14,23,Collage,6
Ariana Grande,2017-01-14,24,Dangerous Woman,2
Post Malone,2017-01-14,25,Stoney,6
Nine Inch Nails,2017-01-14,26,Not The Actual Events (ep),26
Panic! At The Disco,2017-01-14,27,Death Of A Bachelor,1
Rihanna,2017-01-14,28,ANTI,1
Twenty One Pilots,2017-01-14,29,Vessel,21
Various Artists,2017-01-14,30,The Hamilton Mixtape,1
Chris Stapleton,2017-01-14,31,Traveller,1
A Tribe Called Quest,2017-01-14,32,We Got It From Here... Thank You 4 Your Service,1
Melanie Martinez,2017-01-14,33,Cry Baby,6
Lady GaGa,2017-01-14,34,Joanne,1
Run The Jewels,2017-01-14,35,Run The Jewels 3,35
Jon Bellion,2017-01-14,36,The Human Condition,5
21 Savage,2017-01-14,37,Savage Mode,28
Beyoncé,2017-01-14,38,Lemonade,1
Travis Scott,2017-01-14,39,Birds In The Trap Sing McKnight,1
Miranda Lambert,2017-01-14,40,The Weight Of These Wings,3
Keith Urban,2017-01-14,41,Ripcord,4
Grace Vanderwaal,2017-01-14,42,Perfectly Imperfect (ep),9
Florida Georgia Line,2017-01-14,43,Dig Your Roots,2
Frank Ocean,2017-01-14,44,Blonde,1
Sia,2017-01-14,45,This Is Acting,4
Childish Gambino,2017-01-14,46,"Awaken, My Love!",5
Gucci Mane,2017-01-14,47,The Return Of East Atlanta Santa,16
Lil Uzi Vert,2017-01-14,48,Lil Uzi Vert Vs. The World,44
D.R.A.M.,2017-01-14,49,Big Baby D.r.a.m.,19
Alessia Cara,2017-01-14,50,Know-it-all,9
DJ Snake,2017-01-14,51,Encore,8
Soundtrack,2017-01-14,52,La La Land,52
Mariah Carey,2017-01-14,53,Merry Christmas,28
Jason Aldean,2017-01-14,54,They Don't Know,1
Various Artists,2017-01-14,55,Now 60,7
Kevin Gates,2017-01-14,56,Islah,2
Kid Cudi,2017-01-14,57,"Passion, Pain & Demon Slayin'",11
Garth Brooks,2017-01-14,58,Christmas Together,7
J. Cole,2017-01-14,59,2014 Forest Hills Drive,1
Soundtrack,2017-01-14,60,A Charlie Brown Christmas,23
John Legend,2017-01-14,61,Darkness And Light,14
Various Artists,2017-01-14,62,"The Rca-list, Volume 2",23
Justin Bieber,2017-01-14,63,Purpose,1
Thomas Rhett,2017-01-14,64,Tangled Up,6
The Weeknd,2017-01-14,65,Beauty Behind The Madness,1
Michael Bublé,2017-01-14,66,Nobody But Me,2
Halsey,2017-01-14,67,Badlands,2
Daya,2017-01-14,68,"Sit Still, Look Pretty",36
Bryson Tiller,2017-01-14,69,T R A P S O U L,8
Prince,2017-01-14,70,4Ever,35
The Lumineers,2017-01-14,71,Cleopatra,1
Taylor Swift,2017-01-14,72,1989,1
Kane Brown,2017-01-14,73,Kane Brown,10
Various Artists,2017-01-14,74,Epic Lit,27
Tony Bennett,2017-01-14,75,Tony Bennett Celebrates 90,35
Blake Shelton,2017-01-14,76,If I'm Honest,3
Kenny Chesney,2017-01-14,77,Cosmic Hallelujah,2
Chance The Rapper,2017-01-14,78,Coloring Book,8
Eagles,2017-01-14,79,Their Greatest Hits 1971-1975,11
Carrie Underwood,2017-01-14,80,Storyteller,2
Pentatonix,2017-01-14,81,Pentatonix,1
Adele,2017-01-14,82,21,1
Panic! At The Disco,2017-01-14,83,"Too Weird To Live, Too Rare To Die",2
George Michael,2017-01-14,84,Ladies & Gentlemen - The Best Of George Michael,84
G-Eazy,2017-01-14,85,When It's Dark Out,5
Kanye West,2017-01-14,86,The Life Of Pablo,1
Lil Uzi Vert,2017-01-14,87,The Perfect Luv Tape,55
Solange,2017-01-14,88,A Seat At The Table,1
Bing Crosby,2017-01-14,89,White Christmas,59
Nat King Cole,2017-01-14,90,The Christmas Song,75
Bob Marley,2017-01-14,91,Legend: The Best Of Bob Marley And The Wailers,5
Luke Bryan,2017-01-14,92,Kill The Lights,1
Various Artists,2017-01-14,93,This Is A Challenge,93
Journey,2017-01-14,94,Greatest Hits,18
The Beatles,2017-01-14,95,1,4
Pentatonix,2017-01-14,96,Ptxmas (ep),7
Eminem,2017-01-14,97,The Eminem Show,12
Sam Hunt,2017-01-14,98,Montevallo,3
Jordan Smith,2017-01-14,99,'tis The Season,11
Drake,2017-01-14,100,Take Care,1
Pentatonix,2017-01-07,1,A Pentatonix Christmas,1
Bruno Mars,2017-01-07,2,24K Magic,2
The Weeknd,2017-01-07,3,Starboy,1
J. Cole,2017-01-07,4,4 Your Eyez Only,1
Pentatonix,2017-01-07,5,That's Christmas To Me,2
Garth Brooks,2017-01-07,6,The Ultimate Collection,6
Original Broadway Cast Recording,2017-01-07,7,Hamilton: An American Musical,3
Metallica,2017-01-07,8,Hardwired...To Self-Destruct,1
The Rolling Stones,2017-01-07,9,Blue And Lonesome,4
Soundtrack,2017-01-07,10,Moana,5
Kid Cudi,2017-01-07,11,"Passion, Pain & Demon Slayin'",11
Michael Bublé,2017-01-07,12,Christmas,1
Soundtrack,2017-01-07,13,Trolls,3
Garth Brooks,2017-01-07,14,The Ultimate Hits,3
Twenty One Pilots,2017-01-07,15,Blurryface,1
Gucci Mane,2017-01-07,16,The Return Of East Atlanta Santa,16
Various Artists,2017-01-07,17,The Hamilton Mixtape,1
Adele,2017-01-07,18,25,1
Drake,2017-01-07,19,Views,1
Lady GaGa,2017-01-07,20,Joanne,1
Soundtrack,2017-01-07,21,Suicide Squad - The Album,1
Chris Stapleton,2017-01-07,22,Traveller,1
Post Malone,2017-01-07,23,Stoney,6
Jordan Smith,2017-01-07,24,'tis The Season,11
Miranda Lambert,2017-01-07,25,The Weight Of These Wings,3
Keith Urban,2017-01-07,26,Ripcord,4
Childish Gambino,2017-01-07,27,"Awaken, My Love!",5
Garth Brooks,2017-01-07,28,Christmas Together,7
Soundtrack,2017-01-07,29,Rogue One - A Star Wars Story -,29
Mariah Carey,2017-01-07,30,Merry Christmas,28
Nine Inch Nails,2017-01-07,31,Not The Actual Events (ep),31
Rae Sremmurd,2017-01-07,32,Sremmlife 2,4
The Chainsmokers,2017-01-07,33,Collage,6
Rihanna,2017-01-07,34,ANTI,1
Tony Bennett,2017-01-07,35,Tony Bennett Celebrates 90,35
Michael Bublé,2017-01-07,36,Nobody But Me,2
Shawn Mendes,2017-01-07,37,Illuminate,1
Ariana Grande,2017-01-07,38,Dangerous Woman,2
Soundtrack,2017-01-07,39,A Charlie Brown Christmas,23
John Legend,2017-01-07,40,Darkness And Light,14
Various Artists,2017-01-07,41,Now 60,7
The Lox,2017-01-07,42,Filthy America...it's Beautiful,42
Grace Vanderwaal,2017-01-07,43,Perfectly Imperfect (ep),9
Florida Georgia Line,2017-01-07,44,Dig Your Roots,2
Sia,2017-01-07,45,This Is Acting,4
Pentatonix,2017-01-07,46,Pentatonix,1
Twenty One Pilots,2017-01-07,47,Vessel,21
Trans-siberian Orchestra,2017-01-07,48,The Lost Christmas Eve,9
Neil Diamond,2017-01-07,49,Acoustic Christmas,48
Jason Aldean,2017-01-07,50,They Don't Know,1
Various Artists,2017-01-07,51,Wow Hits 2017,51
Chris Tomlin,2017-01-07,52,Adore: Christmas Songs Of Worship,17
Beyoncé,2017-01-07,53,Lemonade,1
Various Artists,2017-01-07,54,Now That's What I Call Today's Christmas,34
Travis Scott,2017-01-07,55,Birds In The Trap Sing McKnight,1
Kidz Bop Kids,2017-01-07,56,Kidz Bop 3,6
Pentatonix,2017-01-07,57,Ptxmas (ep),7
Various Artists,2017-01-07,58,"The Rca-list, Volume 2",23
21 Savage,2017-01-07,59,Savage Mode,28
Garth Brooks,2017-01-07,60,Christmas Together / Gunslinger,21
Panic! At The Disco,2017-01-07,61,Death Of A Bachelor,1
A Tribe Called Quest,2017-01-07,62,We Got It From Here... Thank You 4 Your Service,1
Kenny Chesney,2017-01-07,63,Cosmic Hallelujah,2
Kane Brown,2017-01-07,64,Kane Brown,10
Garth Brooks,2017-01-07,65,Gunslinger,25
J. Cole,2017-01-07,66,2014 Forest Hills Drive,1
Prince,2017-01-07,67,4Ever,35
Blake Shelton,2017-01-07,68,If I'm Honest,3
The Lumineers,2017-01-07,69,Cleopatra,1
Soundtrack,2017-01-07,70,Sing,70
Josh Groban,2017-01-07,71,Noel,1
Bing Crosby,2017-01-07,72,White Christmas,59
Thomas Rhett,2017-01-07,73,Tangled Up,6
Lauren Daigle,2017-01-07,74,Behold: A Christmas Collection,29
Brett Eldredge,2017-01-07,75,Glow,29
Melanie Martinez,2017-01-07,76,Cry Baby,6
The Weeknd,2017-01-07,77,Beauty Behind The Madness,1
Justin Bieber,2017-01-07,78,Purpose,1
Solange,2017-01-07,79,A Seat At The Table,1
Lauren Daigle,2017-01-07,80,How Can It Be,28
Adele,2017-01-07,81,21,1
Leonard Cohen,2017-01-07,82,You Want It Darker,7
Nat King Cole,2017-01-07,83,The Christmas Song,75
George Strait,2017-01-07,84,Strait Out Of The Box: Part 2,20
Elvis Presley,2017-01-07,85,It's Christmas Time,41
Alicia Keys,2017-01-07,86,Here,2
Alessia Cara,2017-01-07,87,Know-it-all,9
Straight No Chaser,2017-01-07,88,I'll Have Another...christmas Album,47
Chance The Rapper,2017-01-07,89,Coloring Book,8
Frank Sinatra,2017-01-07,90,Christmas Songs By Sinatra,71
Amy Grant,2017-01-07,91,Tennessee Christmas,31
Jon Bellion,2017-01-07,92,The Human Condition,5
Jackie Evancho,2017-01-07,93,Someday At Christmas,93
Elvis Presley,2017-01-07,94,The Classic Christmas Album,90
Soundtrack,2017-01-07,95,La La Land,95
Celine Dion,2017-01-07,96,These Are Special Times,49
Red Hot Chili Peppers,2017-01-07,97,The Getaway,2
Bryson Tiller,2017-01-07,98,T R A P S O U L,8
Jimmy Buffett,2017-01-07,99,'tis The Season,50
Bob Marley,2017-01-07,100,Legend: The Best Of Bob Marley And The Wailers,5
Linkin Park,2017-06-10,1,One More Light,1
Kendrick Lamar,2017-06-10,2,DAMN.,1
Harry Styles,2017-06-10,3,Harry Styles,1
Drake,2017-06-10,4,More Life,1
Chris Stapleton,2017-06-10,5,From A Room: Volume 1,2
Ed Sheeran,2017-06-10,6,Divide,1
Bruno Mars,2017-06-10,7,24K Magic,2
Soundtrack,2017-06-10,8,Guardians Of The Galaxy: Awesome Mix Volume 2,4
Various Artists,2017-06-10,9,Epic Af,5
Migos,2017-06-10,10,Culture,1
Rascal Flatts,2017-06-10,11,Back To Us,11
Post Malone,2017-06-10,12,Stoney,6
Soundtrack,2017-06-10,13,Moana,2
Future,2017-06-10,14,Future,1
Zac Brown Band,2017-06-10,15,Welcome Home,2
The Chainsmokers,2017-06-10,16,Memories... Do Not Open,1
Blink 182,2017-06-10,17,California,1
Khalid,2017-06-10,18,American Teen,9
Logic,2017-06-10,19,Everybody,1
Papa Roach,2017-06-10,20,Crooked Teeth,20
The Weeknd,2017-06-10,21,Starboy,1
Playboi Carti,2017-06-10,22,Playboi Carti,12
Kodak Black,2017-06-10,23,Painting Pictures,3
Machine Gun Kelly,2017-06-10,24,Bloom,8
Russ,2017-06-10,25,There's Really A Wolf,7
Lauren Duski,2017-06-10,26,The Voice: The Complete Season 12 Collection,26
Original Broadway Cast Recording,2017-06-10,27,Hamilton: An American Musical,3
Soundgarden,2017-06-10,28,Superunknown,28
Chris Stapleton,2017-06-10,29,Traveller,1
Drake,2017-06-10,30,Views,1
Travis Scott,2017-06-10,31,Birds In The Trap Sing McKnight,1
Paramore,2017-06-10,32,After Laughter,6
Soundtrack,2017-06-10,33,Singles,33
Various Artists,2017-06-10,34,Now 62,11
Soundtrack,2017-06-10,35,Trolls,3
Soundtrack,2017-06-10,36,Guardians Of The Galaxy: Awesome Mix Volume 1,1
Audioslave,2017-06-10,37,Audioslave,15
Childish Gambino,2017-06-10,38,"Awaken, My Love!",5
Various Artists,2017-06-10,39,"The Rca-list, Volume 5",27
Big Sean,2017-06-10,40,I Decided,1
Shawn Mendes,2017-06-10,41,Illuminate,1
Soundtrack,2017-06-10,42,"Everything, Everything",42
Future,2017-06-10,43,HNDRXX,1
Xxxtentacion,2017-06-10,44,Revenge,44
Soundtrack,2017-06-10,45,The Fate Of The Furious: The Album,10
Brett Young,2017-06-10,46,Brett Young,18
Twenty One Pilots,2017-06-10,47,Blurryface,1
Chance The Rapper,2017-06-10,48,Coloring Book,8
Rihanna,2017-06-10,49,ANTI,1
Chris Blue,2017-06-10,50,The Voice: The Complete Season 12 Collection,50
Metallica,2017-06-10,51,Hardwired...To Self-Destruct,1
Keith Urban,2017-06-10,52,Ripcord,4
Gorillaz,2017-06-10,53,Humanz,2
Snoop Dogg,2017-06-10,54,Neva Left,54
Florida Georgia Line,2017-06-10,55,Dig Your Roots,2
J. Cole,2017-06-10,56,4 Your Eyez Only,1
James Arthur,2017-06-10,57,Back From The Edge,39
Blackbear,2017-06-10,58,Digital Druglord,14
Kendrick Lamar,2017-06-10,59,"Good Kid, M.A.A.D City",2
Mandisa,2017-06-10,60,Out Of The Dark,60
Sam Hunt,2017-06-10,61,Montevallo,3
Rae Sremmurd,2017-06-10,62,Sremmlife 2,4
The Chainsmokers,2017-06-10,63,Collage,6
Soundgarden,2017-06-10,64,Badmotorfinger,64
Faith Evans,2017-06-10,65,The King & I,65
Mary J. Blige,2017-06-10,66,Strength Of A Woman,3
The Weeknd,2017-06-10,67,Beauty Behind The Madness,1
Ariana Grande,2017-06-10,68,Dangerous Woman,2
Adele,2017-06-10,69,25,1
Lil Uzi Vert,2017-06-10,70,Lil Uzi Vert Vs. The World,37
Bryson Tiller,2017-06-10,71,T R A P S O U L,8
Soundtrack,2017-06-10,72,Beauty And The Beast (2017),3
6Lack,2017-06-10,73,Free 6lack,34
Drake,2017-06-10,74,Take Care,1
Soundtrack,2017-06-10,75,Fifty Shades Darker,1
David Banner,2017-06-10,76,#thegodbox,76
Michael Jackson,2017-06-10,77,The Essential Michael Jackson,46
Ed Sheeran,2017-06-10,78,X,1
Bob Marley,2017-06-10,79,Legend: The Best Of Bob Marley And The Wailers,5
Temple Of The Dog,2017-06-10,80,Temple Of The Dog,80
NAV,2017-06-10,81,Nav,24
Chris Cornell,2017-06-10,82,Songbook,69
Soundtrack,2017-06-10,83,Sing,8
J. Cole,2017-06-10,84,2014 Forest Hills Drive,1
Soundtrack,2017-06-10,85,Suicide Squad - The Album,1
Kanye West,2017-06-10,86,The Life Of Pablo,1
Original Broadway Cast Recording,2017-06-10,87,"Natasha, Pierre & The Great Comet Of 1812",87
Panic! At The Disco,2017-06-10,88,Death Of A Bachelor,1
The Mountain Goats,2017-06-10,89,Goths,89
Eminem,2017-06-10,90,The Eminem Show,12
