artist,date,rank,title,weeks
10 Years,2017-11-18,92,(how To Live) As Ghosts,92
YoungBoy Never Broke Again,2017-11-18,93,Ai Youngboy,24
Meek Mill,2017-11-18,94,Wins And Losses,3
Twenty One Pilots,2017-11-18,95,Blurryface,1
Jay-Z,2017-11-18,96,4:44,1
Kevin Gates,2017-11-18,97,By Any Means 2,4
Kendrick Lamar,2017-11-18,98,"Good Kid, M.A.A.D City",2
The Chainsmokers,2017-11-18,99,Memories... Do Not Open,1
Bryson Tiller,2017-11-18,100,T R A P S O U L,8
Niall Horan,2017-11-11,1,Flicker,1
Future,2017-11-11,2,Super Slimey,2
P!nk,2017-11-11,3,Beautiful Trauma,1
Post Malone,2017-11-11,4,Stoney,4
Chris Young,2017-11-11,5,Losing Sleep,5
Gucci Mane,2017-11-11,6,Mr. Davis,2
Ed Sheeran,2017-11-11,7,Divide,1
Darius Rucker,2017-11-11,8,When Was The Last Time,8
Lil Uzi Vert,2017-11-11,9,Luv Is Rage 2,1
Demi Lovato,2017-11-11,10,Tell Me You Love Me,3
Imagine Dragons,2017-11-11,11,Evolve,2
Lil Pump,2017-11-11,12,Lil Pump,3
Khalid,2017-11-11,13,American Teen,4
Kendrick Lamar,2017-11-11,14,DAMN.,1
A Boogie Wit Da Hoodie,2017-11-11,15,The Bigger Artist,4
Young Dolph,2017-11-11,16,Thinking Out Loud,16
Tom Petty,2017-11-11,17,Greatest Hits,2
Xxxtentacion,2017-11-11,18,17,2
SZA,2017-11-11,19,Ctrl,3
Turnpike Troubadours,2017-11-11,20,A Long Way From Your Heart,20
Kodak Black,2017-11-11,21,Project Baby Two,2
Drake,2017-11-11,22,More Life,1
Trivium,2017-11-11,23,The Sin And The Sentence,23
Kane Brown,2017-11-11,24,Kane Brown,5
Logic,2017-11-11,25,Everybody,1
21 Savage,2017-11-11,26,Issa Album,2
The Weeknd,2017-11-11,27,Starboy,1
NF,2017-11-11,28,Perception,1
Halsey,2017-11-11,29,Hopeless Fountain Kingdom,1
Original Broadway Cast Recording,2017-11-11,30,Hamilton: An American Musical,3
Bruno Mars,2017-11-11,31,24K Magic,2
Lindsey Stirling,2017-11-11,32,Warmer In The Winter,32
Thomas Rhett,2017-11-11,33,Life Changes,1
Migos,2017-11-11,34,Culture,1
Pentatonix,2017-11-11,35,A Pentatonix Christmas,1
Beck,2017-11-11,36,Colors,3
Keyshia Cole,2017-11-11,37,11:11 Reset,37
Soundtrack,2017-11-11,38,Moana,2
Chris Stapleton,2017-11-11,39,Traveller,1
Macklemore,2017-11-11,40,Gemini,2
George Michael,2017-11-11,41,Listen Without Prejudice - Volume 1,41
Drake,2017-11-11,42,Views,1
Travis Scott,2017-11-11,43,Birds In The Trap Sing McKnight,1
DJ Khaled,2017-11-11,44,Grateful,1
Luke Combs,2017-11-11,45,This One's For You,5
Portugal. The Man,2017-11-11,46,Woodstock,32
2 Chainz,2017-11-11,47,Pretty Girls Like Trap Music,2
Russ,2017-11-11,48,There's Really A Wolf,7
A$AP Ferg,2017-11-11,49,Still Striving,12
Brand New,2017-11-11,50,Science Fiction,1
Ke$ha,2017-11-11,51,Rainbow,1
Ed Sheeran,2017-11-11,52,X,1
Jhené Aiko,2017-11-11,53,Trip,5
Chris Stapleton,2017-11-11,54,From A Room: Volume 1,2
Soundtrack,2017-11-11,55,Trolls,3
Sam Smith,2017-11-11,56,In The Lonely Hour,2
Ozuna,2017-11-11,57,Odisea,22
Dua Lipa,2017-11-11,58,Dua Lipa,58
Calvin Harris,2017-11-11,59,Funk Wav Bounces Volume 1,2
Blackbear,2017-11-11,60,Digital Druglord,14
We Came As Romans,2017-11-11,61,Cold Like War,61
Brett Young,2017-11-11,62,Brett Young,18
Playboi Carti,2017-11-11,63,Playboi Carti,12
French Montana,2017-11-11,64,Jungle Rules,3
Drake,2017-11-11,65,Take Care,1
Soundtrack,2017-11-11,66,The Fate Of The Furious: The Album,10
Veil Of Maya,2017-11-11,67,False Idol,67
Shawn Mendes,2017-11-11,68,Illuminate,1
Kevin Gates,2017-11-11,69,By Any Means 2,4
Future,2017-11-11,70,Future,1
Chance The Rapper,2017-11-11,71,Coloring Book,8
Taylor Swift,2017-11-11,72,1989,1
Rihanna,2017-11-11,73,ANTI,1
Shania Twain,2017-11-11,74,Now,1
Michael Jackson,2017-11-11,75,The Essential Michael Jackson,46
Meek Mill,2017-11-11,76,Wins And Losses,3
Kendrick Lamar,2017-11-11,77,"Good Kid, M.A.A.D City",2
The Weeknd,2017-11-11,78,Beauty Behind The Madness,1
Twenty One Pilots,2017-11-11,79,Blurryface,1
The Chainsmokers,2017-11-11,80,Memories... Do Not Open,1
Jay-Z,2017-11-11,81,4:44,1
Florida Georgia Line,2017-11-11,82,Dig Your Roots,2
NAV,2017-11-11,83,Perfect Timing,13
Trippie Redd,2017-11-11,84,A Love Letter To You,84
Wu-Tang Clan,2017-11-11,85,The Saga Continues,15
Imagine Dragons,2017-11-11,86,Night Visions,2
Eminem,2017-11-11,87,The Eminem Show,12
Kodak Black,2017-11-11,88,Painting Pictures,3
Margo Price,2017-11-11,89,All American Made,89
YoungBoy Never Broke Again,2017-11-11,90,Ai Youngboy,24
Kb,2017-11-11,91,Today We Rebel,91
Queen,2017-11-11,92,Greatest Hits I Ii & Iii: The Platinum Collection,58
Bryson Tiller,2017-11-11,93,T R A P S O U L,8
Lorde,2017-11-11,94,Melodrama,1
St. Vincent,2017-11-11,95,Masseduction,10
J. Cole,2017-11-11,96,2014 Forest Hills Drive,1
A$AP Mob,2017-11-11,97,Cozy Tapes Volume 2: Too Cozy,6
Sam Hunt,2017-11-11,98,Montevallo,3
Trippie Redd,2017-11-11,99,A Love Letter To You 2,34
Eminem,2017-11-11,100,Curtain Call: The Hits,1
P!nk,2017-11-04,1,Beautiful Trauma,1
Gucci Mane,2017-11-04,2,Mr. Davis,2
Beck,2017-11-04,3,Colors,3
Post Malone,2017-11-04,4,Stoney,4
Lil Uzi Vert,2017-11-04,5,Luv Is Rage 2,1
Ed Sheeran,2017-11-04,6,Divide,1
Imagine Dragons,2017-11-04,7,Evolve,2
A Boogie Wit Da Hoodie,2017-11-04,8,The Bigger Artist,4
Lil Pump,2017-11-04,9,Lil Pump,3
St. Vincent,2017-11-04,10,Masseduction,10
Kendrick Lamar,2017-11-04,11,DAMN.,1
Khalid,2017-11-04,12,American Teen,4
Demi Lovato,2017-11-04,13,Tell Me You Love Me,3
Robert Plant,2017-11-04,14,Carry Fire,14
Wu-Tang Clan,2017-11-04,15,The Saga Continues,15
Xxxtentacion,2017-11-04,16,17,2
Tom Petty,2017-11-04,17,Greatest Hits,2
Jessie James Decker,2017-11-04,18,Southern Girl City Lights,18
SZA,2017-11-04,19,Ctrl,3
Kane Brown,2017-11-04,20,Kane Brown,5
Kodak Black,2017-11-04,21,Project Baby Two,2
Logic,2017-11-04,22,Everybody,1
Drake,2017-11-04,23,More Life,1
21 Savage,2017-11-04,24,Issa Album,2
NF,2017-11-04,25,Perception,1
Original Broadway Cast Recording,2017-11-04,26,Hamilton: An American Musical,3
Halsey,2017-11-04,27,Hopeless Fountain Kingdom,1
Thomas Rhett,2017-11-04,28,Life Changes,1
Bruno Mars,2017-11-04,29,24K Magic,2
The Weeknd,2017-11-04,30,Starboy,1
Migos,2017-11-04,31,Culture,1
Carly Pearce,2017-11-04,32,Every Little Thing,32
Soundtrack,2017-11-04,33,Moana,2
Macklemore,2017-11-04,34,Gemini,2
The Dirty Heads,2017-11-04,35,Swim Team,35
Drake,2017-11-04,36,Views,1
Travis Scott,2017-11-04,37,Birds In The Trap Sing McKnight,1
DVSN,2017-11-04,38,Morning After,38
Russell Dickerson,2017-11-04,39,"Yours,",39
2 Chainz,2017-11-04,40,Pretty Girls Like Trap Music,2
DJ Khaled,2017-11-04,41,Grateful,1
Luke Combs,2017-11-04,42,This One's For You,5
Portugal. The Man,2017-11-04,43,Woodstock,32
Chris Stapleton,2017-11-04,44,Traveller,1
Jhené Aiko,2017-11-04,45,Trip,5
Russ,2017-11-04,46,There's Really A Wolf,7
The Front Bottoms,2017-11-04,47,Going Grey,47
Ke$ha,2017-11-04,48,Rainbow,1
Kevin Gates,2017-11-04,49,By Any Means 2,4
Knuckle Puck,2017-11-04,50,Shapeshifter,50
Courtney Barnett,2017-11-04,51,Lotta Sea Lice,51
A$AP Ferg,2017-11-04,52,Still Striving,12
French Montana,2017-11-04,53,Jungle Rules,3
Playboi Carti,2017-11-04,54,Playboi Carti,12
Sam Smith,2017-11-04,55,In The Lonely Hour,2
Soundtrack,2017-11-04,56,Trolls,3
Ozuna,2017-11-04,57,Odisea,22
Blackbear,2017-11-04,58,Digital Druglord,14
Brett Young,2017-11-04,59,Brett Young,18
Shawn Mendes,2017-11-04,60,Illuminate,1
Tech N9ne,2017-11-04,61,Strange Reign,61
Shania Twain,2017-11-04,62,Now,1
Dua Lipa,2017-11-04,63,Dua Lipa,63
Future,2017-11-04,64,Future,1
Drake,2017-11-04,65,Take Care,1
Ed Sheeran,2017-11-04,66,X,1
Meek Mill,2017-11-04,67,Wins And Losses,3
Chance The Rapper,2017-11-04,68,Coloring Book,8
Fleetwood Mac,2017-11-04,69,Greatest Hits,25
Chris Stapleton,2017-11-04,70,From A Room: Volume 1,2
Stick To Your Guns,2017-11-04,71,True View,71
Eminem,2017-11-04,72,The Eminem Show,12
The Chainsmokers,2017-11-04,73,Memories... Do Not Open,1
NAV,2017-11-04,74,Perfect Timing,13
Rihanna,2017-11-04,75,ANTI,1
Florida Georgia Line,2017-11-04,76,Dig Your Roots,2
Eminem,2017-11-04,77,Curtain Call: The Hits,1
Trippie Redd,2017-11-04,78,A Love Letter To You 2,34
Miley Cyrus,2017-11-04,79,Younger Now,5
Twenty One Pilots,2017-11-04,80,Blurryface,1
Calvin Harris,2017-11-04,81,Funk Wav Bounces Volume 1,2
Michael Jackson,2017-11-04,82,The Essential Michael Jackson,46
The Weeknd,2017-11-04,83,Beauty Behind The Madness,1
Marilyn Manson,2017-11-04,84,Heaven Upside Down,8
The Foo Fighters,2017-11-04,85,Concrete And Gold,1
BTS,2017-11-04,86,Love Yourself: 'Her',7
Imagine Dragons,2017-11-04,87,Night Visions,2
Jon Pardi,2017-11-04,88,California Sunrise,11
Taylor Swift,2017-11-04,89,1989,1
Kodak Black,2017-11-04,90,Painting Pictures,3
A$AP Mob,2017-11-04,91,Cozy Tapes Volume 2: Too Cozy,6
Sam Hunt,2017-11-04,92,Montevallo,3
YoungBoy Never Broke Again,2017-11-04,93,Ai Youngboy,24
Bryson Tiller,2017-11-04,94,T R A P S O U L,8
Queen,2017-11-04,95,Greatest Hits I Ii & Iii: The Platinum Collection,58
Soundtrack,2017-11-04,96,The Fate Of The Furious: The Album,10
Trippie Redd,2017-11-04,97,A Love Letter To You,90
Jay-Z,2017-11-04,98,4:44,1
Kendrick Lamar,2017-11-04,99,"Good Kid, M.A.A.D City",2
J. Cole,2017-11-04,100,2014 Forest Hills Drive,1
NF,2017-10-28,1,Perception,1
Tom Petty,2017-10-28,2,Greatest Hits,2
Lil Pump,2017-10-28,3,Lil Pump,3
Post Malone,2017-10-28,4,Stoney,4
Kane Brown,2017-10-28,5,Kane Brown,5
A Boogie Wit Da Hoodie,2017-10-28,6,The Bigger Artist,4
Lil Uzi Vert,2017-10-28,7,Luv Is Rage 2,1
Marilyn Manson,2017-10-28,8,Heaven Upside Down,8
Imagine Dragons,2017-10-28,9,Evolve,2
Ed Sheeran,2017-10-28,10,Divide,1
Kendrick Lamar,2017-10-28,11,DAMN.,1
Khalid,2017-10-28,12,American Teen,4
Demi Lovato,2017-10-28,13,Tell Me You Love Me,3
Xxxtentacion,2017-10-28,14,17,2
BTS,2017-10-28,15,Love Yourself: 'Her',7
SZA,2017-10-28,16,Ctrl,3
Kodak Black,2017-10-28,17,Project Baby Two,2
Logic,2017-10-28,18,Everybody,1
August Burns Red,2017-10-28,19,Phantom Anthem,19
Drake,2017-10-28,20,More Life,1
21 Savage,2017-10-28,21,Issa Album,2
Thomas Rhett,2017-10-28,22,Life Changes,1
Original Broadway Cast Recording,2017-10-28,23,Hamilton: An American Musical,3
Bruno Mars,2017-10-28,24,24K Magic,2
Macklemore,2017-10-28,25,Gemini,2
Migos,2017-10-28,26,Culture,1
The Weeknd,2017-10-28,27,Starboy,1
Halsey,2017-10-28,28,Hopeless Fountain Kingdom,1
Shania Twain,2017-10-28,29,Now,1
Liam Gallagher,2017-10-28,30,As You Were,30
Soundtrack,2017-10-28,31,Moana,2
Jhené Aiko,2017-10-28,32,Trip,5
Jeremy Camp,2017-10-28,33,The Answer,33
Trippie Redd,2017-10-28,34,A Love Letter To You 2,34
The Black Dahlia Murder,2017-10-28,35,Nightbringers,35
Miley Cyrus,2017-10-28,36,Younger Now,5
Portugal. The Man,2017-10-28,37,Woodstock,32
Kevin Gates,2017-10-28,38,By Any Means 2,4
Stone Temple Pilots,2017-10-28,39,Core,39
2 Chainz,2017-10-28,40,Pretty Girls Like Trap Music,2
Travis Scott,2017-10-28,41,Birds In The Trap Sing McKnight,1
DJ Khaled,2017-10-28,42,Grateful,1
Drake,2017-10-28,43,Views,1
Luke Combs,2017-10-28,44,This One's For You,5
Russ,2017-10-28,45,There's Really A Wolf,7
Ke$ha,2017-10-28,46,Rainbow,1
Chris Stapleton,2017-10-28,47,Traveller,1
Sam Smith,2017-10-28,48,In The Lonely Hour,2
French Montana,2017-10-28,49,Jungle Rules,3
Playboi Carti,2017-10-28,50,Playboi Carti,12
Gwen Stefani,2017-10-28,51,You Make It Feel Like Christmas,51
The Replacements,2017-10-28,52,For Sale: Live At Maxwell's 1986,52
Soundtrack,2017-10-28,53,Blade Runner 2049 -,53
Soundtrack,2017-10-28,54,Trolls,3
The Foo Fighters,2017-10-28,55,Concrete And Gold,1
Shawn Mendes,2017-10-28,56,Illuminate,1
Meek Mill,2017-10-28,57,Wins And Losses,3
Blackbear,2017-10-28,58,Digital Druglord,14
Ozuna,2017-10-28,59,Odisea,22
Tom Petty,2017-10-28,60,Wildflowers,27
Future,2017-10-28,61,Future,1
Brett Young,2017-10-28,62,Brett Young,18
Ed Sheeran,2017-10-28,63,X,1
Chance The Rapper,2017-10-28,64,Coloring Book,8
Drake,2017-10-28,65,Take Care,1
Calvin Harris,2017-10-28,66,Funk Wav Bounces Volume 1,2
The Chainsmokers,2017-10-28,67,Memories... Do Not Open,1
A$AP Ferg,2017-10-28,68,Still Striving,12
Eminem,2017-10-28,69,The Eminem Show,12
Smokepurpp,2017-10-28,70,Deadstar,42
NAV,2017-10-28,71,Perfect Timing,13
Jay-Z,2017-10-28,72,4:44,1
Twenty One Pilots,2017-10-28,73,Blurryface,1
The Killers,2017-10-28,74,Wonderful Wonderful,1
Dua Lipa,2017-10-28,75,Dua Lipa,67
A$AP Mob,2017-10-28,76,Cozy Tapes Volume 2: Too Cozy,6
YoungBoy Never Broke Again,2017-10-28,77,Ai Youngboy,24
Chris Stapleton,2017-10-28,78,From A Room: Volume 1,2
Rihanna,2017-10-28,79,ANTI,1
Kodak Black,2017-10-28,80,Painting Pictures,3
Eminem,2017-10-28,81,Curtain Call: The Hits,1
Florida Georgia Line,2017-10-28,82,Dig Your Roots,2
Taylor Swift,2017-10-28,83,1989,1
Jon Pardi,2017-10-28,84,California Sunrise,11
The Weeknd,2017-10-28,85,Beauty Behind The Madness,1
Sam Hunt,2017-10-28,86,Montevallo,3
Young Thug,2017-10-28,87,Beautiful Thugger Girls,8
Alan Jackson,2017-10-28,88,Precious Memories Collection,88
Imagine Dragons,2017-10-28,89,Night Visions,2
Trippie Redd,2017-10-28,90,A Love Letter To You,90
Dustin Lynch,2017-10-28,91,Current Mood,7
Lecrae,2017-10-28,92,All Things Work Together,11
Tyler,2017-10-28,93,Flower Boy,21
Soundtrack,2017-10-28,94,The Fate Of The Furious: The Album,10
Queen,2017-10-28,95,Greatest Hits I Ii & Iii: The Platinum Collection,58
Bryson Tiller,2017-10-28,96,T R A P S O U L,8
Lorde,2017-10-28,97,Melodrama,1
Kendrick Lamar,2017-10-28,98,"Good Kid, M.A.A.D City",2
J. Cole,2017-10-28,99,2014 Forest Hills Drive,1
Big Sean,2017-10-28,100,I Decided,1
Shania Twain,2017-10-21,1,Now,1
Tom Petty,2017-10-21,2,Greatest Hits,2
Demi Lovato,2017-10-21,3,Tell Me You Love Me,3
A Boogie Wit Da Hoodie,2017-10-21,4,The Bigger Artist,4
Miley Cyrus,2017-10-21,5,Younger Now,5
Post Malone,2017-10-21,6,Stoney,6
Lil Uzi Vert,2017-10-21,7,Luv Is Rage 2,1
Imagine Dragons,2017-10-21,8,Evolve,2
Kendrick Lamar,2017-10-21,9,DAMN.,1
Ed Sheeran,2017-10-21,10,Divide,1
Khalid,2017-10-21,11,American Teen,4
Xxxtentacion,2017-10-21,12,17,2
SZA,2017-10-21,13,Ctrl,3
Tamar Braxton,2017-10-21,14,Bluebird Of Happiness,14
Kodak Black,2017-10-21,15,Project Baby Two,2
Thomas Rhett,2017-10-21,16,Life Changes,1
Logic,2017-10-21,17,Everybody,1
Drake,2017-10-21,18,More Life,1
Macklemore,2017-10-21,19,Gemini,2
21 Savage,2017-10-21,20,Issa Album,2
Jhené Aiko,2017-10-21,21,Trip,5
Kevin Gates,2017-10-21,22,By Any Means 2,4
Bruno Mars,2017-10-21,23,24K Magic,2
Tank,2017-10-21,24,Savage,24
The Weeknd,2017-10-21,25,Starboy,1
Primus,2017-10-21,26,The Desaturating Seven,26
Tom Petty,2017-10-21,27,Wildflowers,27
Original Broadway Cast Recording,2017-10-21,28,Hamilton: An American Musical,3
Migos,2017-10-21,29,Culture,1
Soundtrack,2017-10-21,30,Moana,2
Soundtrack,2017-10-21,31,Let's Play Two: Live At Wrigley Field,31
Tom Petty,2017-10-21,32,Anthology: Through The Years,32
Michael Jackson,2017-10-21,33,Scream,33
Ke$ha,2017-10-21,34,Rainbow,1
BTS,2017-10-21,35,Love Yourself: 'Her',7
Halsey,2017-10-21,36,Hopeless Fountain Kingdom,1
DJ Khaled,2017-10-21,37,Grateful,1
2 Chainz,2017-10-21,38,Pretty Girls Like Trap Music,2
The Foo Fighters,2017-10-21,39,Concrete And Gold,1
Travis Scott,2017-10-21,40,Birds In The Trap Sing McKnight,1
Luke Combs,2017-10-21,41,This One's For You,5
Smokepurpp,2017-10-21,42,Deadstar,42
Rittz,2017-10-21,43,Last Call,43
Drake,2017-10-21,44,Views,1
David Gilmour,2017-10-21,45,Live At Pompeii,45
Russ,2017-10-21,46,There's Really A Wolf,7
Portugal. The Man,2017-10-21,47,Woodstock,32
French Montana,2017-10-21,48,Jungle Rules,3
Chris Stapleton,2017-10-21,49,Traveller,1
Shawn Mendes,2017-10-21,50,Illuminate,1
Playboi Carti,2017-10-21,51,Playboi Carti,12
Jay-Z,2017-10-21,52,4:44,1
Lana Del Rey,2017-10-21,53,Lust For Life,1
Soundtrack,2017-10-21,54,Trolls,3
Meek Mill,2017-10-21,55,Wins And Losses,3
Kane Brown,2017-10-21,56,Kane Brown,10
Lecrae,2017-10-21,57,All Things Work Together,11
Calvin Harris,2017-10-21,58,Funk Wav Bounces Volume 1,2
The Killers,2017-10-21,59,Wonderful Wonderful,1
Blackbear,2017-10-21,60,Digital Druglord,14
Chance The Rapper,2017-10-21,61,Coloring Book,8
Brett Young,2017-10-21,62,Brett Young,18
Ed Sheeran,2017-10-21,63,X,1
A$AP Mob,2017-10-21,64,Cozy Tapes Volume 2: Too Cozy,6
Future,2017-10-21,65,Future,1
The Chainsmokers,2017-10-21,66,Memories... Do Not Open,1
Ozuna,2017-10-21,67,Odisea,22
Propagandhi,2017-10-21,68,Victory Lap,68
Lady GaGa,2017-10-21,69,Joanne,1
Dustin Lynch,2017-10-21,70,Current Mood,7
NAV,2017-10-21,71,Perfect Timing,13
Drake,2017-10-21,72,Take Care,1
Kodak Black,2017-10-21,73,Painting Pictures,3
YoungBoy Never Broke Again,2017-10-21,74,Ai Youngboy,24
Dua Lipa,2017-10-21,75,Dua Lipa,67
Sam Smith,2017-10-21,76,In The Lonely Hour,2
A$AP Ferg,2017-10-21,77,Still Striving,12
Sam Hunt,2017-10-21,78,Montevallo,3
Twenty One Pilots,2017-10-21,79,Blurryface,1
Jon Pardi,2017-10-21,80,California Sunrise,11
Rihanna,2017-10-21,81,ANTI,1
PartyNextDoor,2017-10-21,82,Seven Days (ep),82
Imagine Dragons,2017-10-21,83,Night Visions,2
G Herbo,2017-10-21,84,Humble Beast,21
Florida Georgia Line,2017-10-21,85,Dig Your Roots,2
Taylor Swift,2017-10-21,86,1989,1
Tyler,2017-10-21,87,Flower Boy,21
Eminem,2017-10-21,88,The Eminem Show,12
The Weeknd,2017-10-21,89,Beauty Behind The Madness,1
Chris Stapleton,2017-10-21,90,From A Room: Volume 1,2
Young Thug,2017-10-21,91,Beautiful Thugger Girls,8
2pac,2017-10-21,92,Greatest Hits,31
Kendrick Lamar,2017-10-21,93,"Good Kid, M.A.A.D City",2
Soundtrack,2017-10-21,94,The Fate Of The Furious: The Album,10
Bryson Tiller,2017-10-21,95,T R A P S O U L,8
Lorde,2017-10-21,96,Melodrama,1
J. Cole,2017-10-21,97,2014 Forest Hills Drive,1
Queen,2017-10-21,98,Greatest Hits I Ii & Iii: The Platinum Collection,58
Big Sean,2017-10-21,99,I Decided,1
Trippie Redd,2017-10-21,100,A Love Letter To You,100
The Killers,2017-10-14,1,Wonderful Wonderful,1
Macklemore,2017-10-14,2,Gemini,2
Lil Uzi Vert,2017-10-14,3,Luv Is Rage 2,1
Kevin Gates,2017-10-14,4,By Any Means 2,4
Jhené Aiko,2017-10-14,5,Trip,5
Post Malone,2017-10-14,6,Stoney,6
Imagine Dragons,2017-10-14,7,Evolve,2
Kendrick Lamar,2017-10-14,8,DAMN.,1
Khalid,2017-10-14,9,American Teen,4
Ed Sheeran,2017-10-14,10,Divide,1
Lecrae,2017-10-14,11,All Things Work Together,11
Xxxtentacion,2017-10-14,12,17,2
Thomas Rhett,2017-10-14,13,Life Changes,1
SZA,2017-10-14,14,Ctrl,3
Logic,2017-10-14,15,Everybody,1
Kodak Black,2017-10-14,16,Project Baby Two,2
The Foo Fighters,2017-10-14,17,Concrete And Gold,1
Drake,2017-10-14,18,More Life,1
Fergie,2017-10-14,19,Double Dutchess,19
Midland,2017-10-14,20,On The Rocks,20
G Herbo,2017-10-14,21,Humble Beast,21
21 Savage,2017-10-14,22,Issa Album,2
Van Morrison,2017-10-14,23,Roll With The Punches,23
The Weeknd,2017-10-14,24,Starboy,1
BTS,2017-10-14,25,Love Yourself: 'Her',7
Circa Survive,2017-10-14,26,The Amulet,26
Lana Del Rey,2017-10-14,27,Lust For Life,1
Home Free,2017-10-14,28,Timeless,28
Bruno Mars,2017-10-14,29,24K Magic,2
Migos,2017-10-14,30,Culture,1
Original Broadway Cast Recording,2017-10-14,31,Hamilton: An American Musical,3
Soundtrack,2017-10-14,32,Moana,2
Ke$ha,2017-10-14,33,Rainbow,1
DJ Khaled,2017-10-14,34,Grateful,1
2 Chainz,2017-10-14,35,Pretty Girls Like Trap Music,2
Katy Perry,2017-10-14,36,Witness,1
Travis Scott,2017-10-14,37,Birds In The Trap Sing McKnight,1
Sleeping with Sirens,2017-10-14,38,Gossip,38
Drake,2017-10-14,39,Views,1
Luke Combs,2017-10-14,40,This One's For You,5
Halsey,2017-10-14,41,Hopeless Fountain Kingdom,1
Mastodon,2017-10-14,42,Cold Dark Place,42
Calvin Harris,2017-10-14,43,Funk Wav Bounces Volume 1,2
French Montana,2017-10-14,44,Jungle Rules,3
Lady GaGa,2017-10-14,45,Joanne,1
Portugal. The Man,2017-10-14,46,Woodstock,32
Meek Mill,2017-10-14,47,Wins And Losses,3
Shawn Mendes,2017-10-14,48,Illuminate,1
Russ,2017-10-14,49,There's Really A Wolf,7
Chris Stapleton,2017-10-14,50,Traveller,1
Dustin Lynch,2017-10-14,51,Current Mood,7
Playboi Carti,2017-10-14,52,Playboi Carti,12
Chris Janson,2017-10-14,53,Everybody,53
A$AP Mob,2017-10-14,54,Cozy Tapes Volume 2: Too Cozy,6
Soundtrack,2017-10-14,55,Trolls,3
Kane Brown,2017-10-14,56,Kane Brown,10
Ed Sheeran,2017-10-14,57,X,1
Future,2017-10-14,58,Future,1
Chance The Rapper,2017-10-14,59,Coloring Book,8
The Chainsmokers,2017-10-14,60,Memories... Do Not Open,1
NAV,2017-10-14,61,Perfect Timing,13
Blackbear,2017-10-14,62,Digital Druglord,14
Jay-Z,2017-10-14,63,4:44,1
Brett Young,2017-10-14,64,Brett Young,18
Matthew West,2017-10-14,65,All In,65
Ozuna,2017-10-14,66,Odisea,22
YoungBoy Never Broke Again,2017-10-14,67,Ai Youngboy,24
A$AP Ferg,2017-10-14,68,Still Striving,12
Kodak Black,2017-10-14,69,Painting Pictures,3
Sam Hunt,2017-10-14,70,Montevallo,3
Jon Pardi,2017-10-14,71,California Sunrise,11
Taylor Swift,2017-10-14,72,1989,1
Sam Smith,2017-10-14,73,In The Lonely Hour,2
Drake,2017-10-14,74,Take Care,1
Rihanna,2017-10-14,75,ANTI,1
Dua Lipa,2017-10-14,76,Dua Lipa,67
Twenty One Pilots,2017-10-14,77,Blurryface,1
Chris Stapleton,2017-10-14,78,From A Room: Volume 1,2
Lorde,2017-10-14,79,Melodrama,1
The Weeknd,2017-10-14,80,Beauty Behind The Madness,1
Florida Georgia Line,2017-10-14,81,Dig Your Roots,2
2pac,2017-10-14,82,Greatest Hits,31
Young Thug,2017-10-14,83,Beautiful Thugger Girls,8
Big Sean,2017-10-14,84,I Decided,1
Harry Styles,2017-10-14,85,Harry Styles,1
Eminem,2017-10-14,86,The Eminem Show,12
Tyler,2017-10-14,87,Flower Boy,21
Josh Ritter,2017-10-14,88,Gathering,88
Imagine Dragons,2017-10-14,89,Night Visions,2
Kendrick Lamar,2017-10-14,90,"Good Kid, M.A.A.D City",2
James Arthur,2017-10-14,91,Back From The Edge,39
Soundtrack,2017-10-14,92,The Fate Of The Furious: The Album,10
Bryson Tiller,2017-10-14,93,True To Self,1
J. Cole,2017-10-14,94,2014 Forest Hills Drive,1
Lights,2017-10-14,95,Skin&earth,95
Gregg Allman,2017-10-14,96,Southern Blood,11
Bryson Tiller,2017-10-14,97,T R A P S O U L,8
Queen,2017-10-14,98,Greatest Hits I Ii & Iii: The Platinum Collection,58
Eminem,2017-10-14,99,Curtain Call: The Hits,1
Ledisi,2017-10-14,100,Let Love Rule,100
The Foo Fighters,2017-10-07,1,Concrete And Gold,1
Lil Uzi Vert,2017-10-07,2,Luv Is Rage 2,1
Thomas Rhett,2017-10-07,3,Life Changes,1
Kendrick Lamar,2017-10-07,4,DAMN.,1
Xxxtentacion,2017-10-07,5,17,2
Khalid,2017-10-07,6,American Teen,4
BTS,2017-10-07,7,Love Yourself: 'Her',7
Imagine Dragons,2017-10-07,8,Evolve,2
Big & Rich,2017-10-07,9,Did It For The Party,9
Post Malone,2017-10-07,10,Stoney,6
Ed Sheeran,2017-10-07,11,Divide,1
Logic,2017-10-07,12,Everybody,1
Kodak Black,2017-10-07,13,Project Baby Two,2
SZA,2017-10-07,14,Ctrl,3
Nothing More,2017-10-07,15,The Stories We Tell Ourselves,15
Prophets Of Rage,2017-10-07,16,Prophets Of Rage,16
Drake,2017-10-07,17,More Life,1
21 Savage,2017-10-07,18,Issa Album,2
Soundtrack,2017-10-07,19,Moana,2
Migos,2017-10-07,20,Culture,1
The Weeknd,2017-10-07,21,Starboy,1
Bruno Mars,2017-10-07,22,24K Magic,2
Original Broadway Cast Recording,2017-10-07,23,Hamilton: An American Musical,3
DJ Khaled,2017-10-07,24,Grateful,1
2 Chainz,2017-10-07,25,Pretty Girls Like Trap Music,2
