artist,date,rank,title,weeks
Big Sean,2017-06-03,50,Bounce Back,6
Kendrick Lamar,2017-06-03,51,Love.,18
Migos,2017-06-03,52,Slippery,48
Lady GaGa,2017-06-03,53,The Cure,39
Linkin Park,2017-06-03,54,Heavy,51
Playboi Carti,2017-06-03,55,Magnolia,55
Darius Rucker,2017-06-03,56,If I Told You,56
Dierks Bentley,2017-06-03,57,Black,57
Drake,2017-06-03,58,Portland,9
Katy Perry,2017-06-03,59,Bon Appetit,59
Niall Horan,2017-06-03,60,Slow Hands,52
Keith Urban,2017-06-03,61,The Fighter,38
Calvin Harris,2017-06-03,62,Rollin,62
YFN Lucci,2017-06-03,63,Everyday We Lit,63
Logic,2017-06-03,64,1-800-273-8255,47
Florida Georgia Line,2017-06-03,65,"God, Your Mama, And Me",65
Kendrick Lamar,2017-06-03,66,Loyalty.,14
Tee Grizzley,2017-06-03,67,First Day Out,67
Russ,2017-06-03,68,Losin Control,62
Brantley Gilbert,2017-06-03,69,The Weekend,64
Kendrick Lamar,2017-06-03,70,Element.,16
Thomas Rhett,2017-06-03,71,Craving You,53
Machine Gun Kelly,2017-06-03,72,At My Best,60
Chris Brown,2017-06-03,73,Privacy,73
Dan + Shay,2017-06-03,74,How Not To,74
Rag 'N' Bone Man,2017-06-03,75,Human,74
Playboi Carti,2017-06-03,76,Woke Up Like This,76
Martin Garrix,2017-06-03,77,Scared To Be Lonely,76
Josh Turner,2017-06-03,78,Hometown Girl,56
Dylan Scott,2017-06-03,79,My Girl,79
Selena Gomez,2017-06-03,80,Bad Liar,80
Blake Shelton,2017-06-03,81,Every Time I Hear That Song,79
6Lack,2017-06-03,82,Prblms,72
Lady Antebellum,2017-06-03,83,You Look Good,60
Kelsea Ballerini,2017-06-03,84,Yeah Boy,65
Midland,2017-06-03,85,Drinkin' Problem,85
Cole Swindell,2017-06-03,86,Flatliner,86
Zac Brown Band,2017-06-03,87,My Old Man,68
Katy Perry,2017-06-03,88,Chained To The Rhythm,4
2 Chainz X Gucci Mane X Quavo,2017-06-03,89,Good Drank,82
G-Eazy,2017-06-03,90,Good Life,59
Jason Aldean,2017-06-03,91,Any Ol' Barstool,52
Imagine Dragons,2017-06-03,92,Whatever It Takes,92
Maluma,2017-06-03,93,Felices Los 4,93
Imagine Dragons,2017-06-03,94,Thunder,70
Cheat Codes,2017-06-03,95,No Promises,95
Flo Rida,2017-06-03,96,Cake,73
Nicky Jam,2017-06-03,97,El Amante,93
Lauren Duski,2017-06-03,98,Ghost In This House,98
Blackbear,2017-06-03,99,Do Re Mi,87
Shakira,2017-06-03,100,Me Enamoré,100
Luis Fonsi,2017-05-27,1,Despacito,1
Bruno Mars,2017-05-27,2,That's What I Like,1
DJ Khaled,2017-05-27,3,I'm The One,1
Ed Sheeran,2017-05-27,4,Shape Of You,1
Kendrick Lamar,2017-05-27,5,Humble.,1
Future,2017-05-27,6,Mask Off,5
The Chainsmokers,2017-05-27,7,Something Just Like This,3
Lil Uzi Vert,2017-05-27,8,XO Tour Llif3,8
Zedd,2017-05-27,9,Stay,7
Kyle,2017-05-27,10,iSpy,4
Kygo,2017-05-27,11,It Ain't Me,10
Post Malone,2017-05-27,12,Congratulations,12
James Arthur,2017-05-27,13,Say You Won't Let Go,13
Julia Michaels,2017-05-27,14,Issues,12
Sam Hunt,2017-05-27,15,Body Like A Back Road,6
Kendrick Lamar,2017-05-27,16,DNA.,4
Khalid,2017-05-27,17,Location,16
Harry Styles,2017-05-27,18,Sign Of The Times,4
Drake,2017-05-27,19,Passionfruit,8
Imagine Dragons,2017-05-27,20,Believer,20
Migos,2017-05-27,21,Bad And Boujee,1
Clean Bandit,2017-05-27,22,Rockabye,9
Kodak Black,2017-05-27,23,Tunnel Vision,6
Brett Young,2017-05-27,24,In Case You Didn't Know,24
The Chainsmokers,2017-05-27,25,Closer,1
Migos,2017-05-27,26,T-shirt,19
Rae Sremmurd,2017-05-27,27,Swang,26
Calvin Harris,2017-05-27,28,Slide,28
French Montana,2017-05-27,29,Unforgettable,29
Ayo,2017-05-27,30,Rolex,30
Luke Combs,2017-05-27,31,Hurricane,31
Halsey,2017-05-27,32,Now Or Never,32
Travis Scott,2017-05-27,33,Goosebumps,32
Maroon 5,2017-05-27,34,Cold,16
Bruno Mars,2017-05-27,35,24K Magic,4
Childish Gambino,2017-05-27,36,Redbone,36
The Chainsmokers,2017-05-27,37,Paris,6
Ed Sheeran,2017-05-27,38,Castle On The Hill,6
Rihanna,2017-05-27,39,Love On The Brain,5
Shawn Mendes,2017-05-27,40,There's Nothing Holdin' Me Back,40
Jason DeRulo,2017-05-27,41,Swalla,41
Alessia Cara,2017-05-27,42,Scars To Your Beautiful,8
Gucci Mane,2017-05-27,43,Both,41
The Weeknd,2017-05-27,44,I Feel It Coming,4
Big Sean,2017-05-27,45,Bounce Back,6
Zayn,2017-05-27,46,I Don't Wanna Live Forever (Fifty Shades Darker),2
Logic,2017-05-27,47,1-800-273-8255,47
Kendrick Lamar,2017-05-27,48,Love.,18
Lady GaGa,2017-05-27,49,The Cure,39
A Boogie Wit Da Hoodie,2017-05-27,50,Drowning,50
Linkin Park,2017-05-27,51,Heavy,51
Niall Horan,2017-05-27,52,Slow Hands,52
Charlie Puth,2017-05-27,53,Attention,53
Xxxtentacion,2017-05-27,54,Look At Me!,34
Drake,2017-05-27,55,Portland,9
Migos,2017-05-27,56,Slippery,48
Kendrick Lamar,2017-05-27,57,Loyalty.,14
Dierks Bentley,2017-05-27,58,Black,57
Keith Urban,2017-05-27,59,The Fighter,38
Darius Rucker,2017-05-27,60,If I Told You,60
Kendrick Lamar,2017-05-27,61,Element.,16
Russ,2017-05-27,62,Losin Control,62
Playboi Carti,2017-05-27,63,Magnolia,63
Miley Cyrus,2017-05-27,64,Malibu,64
Florida Georgia Line,2017-05-27,65,"God, Your Mama, And Me",65
Kelsea Ballerini,2017-05-27,66,Yeah Boy,65
Tee Grizzley,2017-05-27,67,First Day Out,67
Brantley Gilbert,2017-05-27,68,The Weekend,64
YFN Lucci,2017-05-27,69,Everyday We Lit,69
Thomas Rhett,2017-05-27,70,Craving You,53
Logic,2017-05-27,71,Everybody,59
Josh Turner,2017-05-27,72,Hometown Girl,56
G-Eazy,2017-05-27,73,Good Life,59
Rag 'N' Bone Man,2017-05-27,74,Human,74
Dan + Shay,2017-05-27,75,How Not To,75
Martin Garrix,2017-05-27,76,Scared To Be Lonely,76
Chris Brown,2017-05-27,77,Privacy,77
Machine Gun Kelly,2017-05-27,78,At My Best,60
Blake Shelton,2017-05-27,79,Every Time I Hear That Song,79
Playboi Carti,2017-05-27,80,Woke Up Like This,80
6Lack,2017-05-27,81,Prblms,72
Jason Aldean,2017-05-27,82,Any Ol' Barstool,52
Dylan Scott,2017-05-27,83,My Girl,83
Flo Rida,2017-05-27,84,Cake,73
DJ Khaled,2017-05-27,85,Shining,57
2 Chainz X Gucci Mane X Quavo,2017-05-27,86,Good Drank,82
Katy Perry,2017-05-27,87,Chained To The Rhythm,4
Cole Swindell,2017-05-27,88,Flatliner,88
Chris Stapleton,2017-05-27,89,Either Way,89
Lady Antebellum,2017-05-27,90,You Look Good,60
Lord Huron,2017-05-27,91,The Night We Met,84
Imagine Dragons,2017-05-27,92,Thunder,70
Nicky Jam,2017-05-27,93,El Amante,93
Ed Sheeran,2017-05-27,94,Galway Girl,53
Big Sean,2017-05-27,95,Moves,38
Blackbear,2017-05-27,96,Do Re Mi,87
Midland,2017-05-27,97,Drinkin' Problem,97
Drake,2017-05-27,98,Gyalchester,29
Lil Yachty,2017-05-27,99,Peek A Boo,78
Marian Hill,2017-05-27,100,Down,21
DJ Khaled,2017-05-20,1,I'm The One,1
Bruno Mars,2017-05-20,2,That's What I Like,1
Luis Fonsi,2017-05-20,3,Despacito,3
Kendrick Lamar,2017-05-20,4,Humble.,1
Ed Sheeran,2017-05-20,5,Shape Of You,1
The Chainsmokers,2017-05-20,6,Something Just Like This,3
Future,2017-05-20,7,Mask Off,5
Kyle,2017-05-20,8,iSpy,4
Lil Uzi Vert,2017-05-20,9,XO Tour Llif3,8
Kygo,2017-05-20,10,It Ain't Me,10
Zedd,2017-05-20,11,Stay,7
Kendrick Lamar,2017-05-20,12,DNA.,4
James Arthur,2017-05-20,13,Say You Won't Let Go,13
Julia Michaels,2017-05-20,14,Issues,12
Sam Hunt,2017-05-20,15,Body Like A Back Road,6
Post Malone,2017-05-20,16,Congratulations,15
Khalid,2017-05-20,17,Location,16
Drake,2017-05-20,18,Passionfruit,8
Clean Bandit,2017-05-20,19,Rockabye,9
Imagine Dragons,2017-05-20,20,Believer,20
Kodak Black,2017-05-20,21,Tunnel Vision,6
Migos,2017-05-20,22,Bad And Boujee,1
The Chainsmokers,2017-05-20,23,Closer,1
The Chainsmokers,2017-05-20,24,Paris,6
Migos,2017-05-20,25,T-shirt,19
The Weeknd,2017-05-20,26,I Feel It Coming,4
Rae Sremmurd,2017-05-20,27,Swang,26
Harry Styles,2017-05-20,28,Sign Of The Times,4
Maroon 5,2017-05-20,29,Cold,16
Calvin Harris,2017-05-20,30,Slide,30
Brett Young,2017-05-20,31,In Case You Didn't Know,31
Travis Scott,2017-05-20,32,Goosebumps,32
Ayo,2017-05-20,33,Rolex,32
Luke Combs,2017-05-20,34,Hurricane,34
Bruno Mars,2017-05-20,35,24K Magic,4
Rihanna,2017-05-20,36,Love On The Brain,5
Zayn,2017-05-20,37,I Don't Wanna Live Forever (Fifty Shades Darker),2
Halsey,2017-05-20,38,Now Or Never,38
Justin Timberlake,2017-05-20,39,Can't Stop The Feeling!,1
Big Sean,2017-05-20,40,Bounce Back,6
Gucci Mane,2017-05-20,41,Both,41
French Montana,2017-05-20,42,Unforgettable,42
Kendrick Lamar,2017-05-20,43,Love.,18
Childish Gambino,2017-05-20,44,Redbone,44
Alessia Cara,2017-05-20,45,Scars To Your Beautiful,8
Jason DeRulo,2017-05-20,46,Swalla,42
Ed Sheeran,2017-05-20,47,Castle On The Hill,6
Xxxtentacion,2017-05-20,48,Look At Me!,34
Shawn Mendes,2017-05-20,49,There's Nothing Holdin' Me Back,44
A Boogie Wit Da Hoodie,2017-05-20,50,Drowning,50
Kendrick Lamar,2017-05-20,51,Loyalty.,14
Kendrick Lamar,2017-05-20,52,Element.,16
Linkin Park,2017-05-20,53,Heavy,52
Drake,2017-05-20,54,Portland,9
Lady GaGa,2017-05-20,55,The Cure,39
Keith Urban,2017-05-20,56,The Fighter,38
Dierks Bentley,2017-05-20,57,Black,57
Josh Turner,2017-05-20,58,Hometown Girl,56
G-Eazy,2017-05-20,59,Good Life,59
Machine Gun Kelly,2017-05-20,60,At My Best,60
Logic,2017-05-20,61,1-800-273-8255,61
Darius Rucker,2017-05-20,62,If I Told You,62
DJ Khaled,2017-05-20,63,Shining,57
Charlie Puth,2017-05-20,64,Attention,64
Kelsea Ballerini,2017-05-20,65,Yeah Boy,65
Brantley Gilbert,2017-05-20,66,The Weekend,64
Kygo,2017-05-20,67,First Time,67
Russ,2017-05-20,68,Losin Control,63
Florida Georgia Line,2017-05-20,69,"God, Your Mama, And Me",68
Imagine Dragons,2017-05-20,70,Thunder,70
Tee Grizzley,2017-05-20,71,First Day Out,71
Jason Aldean,2017-05-20,72,Any Ol' Barstool,52
Marian Hill,2017-05-20,73,Down,21
Katy Perry,2017-05-20,74,Chained To The Rhythm,4
YFN Lucci,2017-05-20,75,Everyday We Lit,75
Katy Perry,2017-05-20,76,Bon Appetit,76
Flo Rida,2017-05-20,77,Cake,73
6Lack,2017-05-20,78,Prblms,72
Kendrick Lamar,2017-05-20,79,XXX.,33
Chris Brown,2017-05-20,80,Party,40
Martin Garrix,2017-05-20,81,Scared To Be Lonely,80
Dan + Shay,2017-05-20,82,How Not To,82
Thomas Rhett,2017-05-20,83,Craving You,53
Rag 'N' Bone Man,2017-05-20,84,Human,84
Dylan Scott,2017-05-20,85,My Girl,85
Lord Huron,2017-05-20,86,The Night We Met,84
Chris Brown,2017-05-20,87,Privacy,87
2 Chainz X Gucci Mane X Quavo,2017-05-20,88,Good Drank,82
Kendrick Lamar,2017-05-20,89,Yah.,32
Niall Horan,2017-05-20,90,Slow Hands,90
Playboi Carti,2017-05-20,91,Magnolia,91
Blackbear,2017-05-20,92,Do Re Mi,87
Harry Styles,2017-05-20,93,Sweet Creature,93
Lady Antebellum,2017-05-20,94,You Look Good,60
Future,2017-05-20,95,Selfish,37
Nicky Jam,2017-05-20,96,El Amante,96
Starley,2017-05-20,97,Call On Me,65
Cole Swindell,2017-05-20,98,Flatliner,98
Dwayne Johnson,2017-05-20,99,You're Welcome,65
Playboi Carti,2017-05-20,100,Woke Up Like This,100
Bruno Mars,2017-05-13,1,That's What I Like,1
Ed Sheeran,2017-05-13,2,Shape Of You,1
Kendrick Lamar,2017-05-13,3,Humble.,1
Luis Fonsi,2017-05-13,4,Despacito,4
Future,2017-05-13,5,Mask Off,5
The Chainsmokers,2017-05-13,6,Something Just Like This,3
Kendrick Lamar,2017-05-13,7,DNA.,4
Kyle,2017-05-13,8,iSpy,4
Lil Uzi Vert,2017-05-13,9,XO Tour Llif3,8
Kygo,2017-05-13,10,It Ain't Me,10
Zedd,2017-05-13,11,Stay,7
Sam Hunt,2017-05-13,12,Body Like A Back Road,6
James Arthur,2017-05-13,13,Say You Won't Let Go,13
Julia Michaels,2017-05-13,14,Issues,12
Post Malone,2017-05-13,15,Congratulations,15
Khalid,2017-05-13,16,Location,16
Clean Bandit,2017-05-13,17,Rockabye,9
Drake,2017-05-13,18,Passionfruit,8
The Chainsmokers,2017-05-13,19,Paris,6
Kodak Black,2017-05-13,20,Tunnel Vision,6
The Weeknd,2017-05-13,21,I Feel It Coming,4
Migos,2017-05-13,22,Bad And Boujee,1
The Chainsmokers,2017-05-13,23,Closer,1
Migos,2017-05-13,24,T-shirt,19
Harry Styles,2017-05-13,25,Sign Of The Times,4
Rae Sremmurd,2017-05-13,26,Swang,26
Kendrick Lamar,2017-05-13,27,Love.,18
Maroon 5,2017-05-13,28,Cold,16
Rihanna,2017-05-13,29,Love On The Brain,5
Calvin Harris,2017-05-13,30,Slide,30
Big Sean,2017-05-13,31,Bounce Back,6
Zayn,2017-05-13,32,I Don't Wanna Live Forever (Fifty Shades Darker),2
Kendrick Lamar,2017-05-13,33,Loyalty.,14
Brett Young,2017-05-13,34,In Case You Didn't Know,34
Bruno Mars,2017-05-13,35,24K Magic,4
Kendrick Lamar,2017-05-13,36,Element.,16
Imagine Dragons,2017-05-13,37,Believer,37
Justin Timberlake,2017-05-13,38,Can't Stop The Feeling!,1
Ayo,2017-05-13,39,Rolex,32
Alessia Cara,2017-05-13,40,Scars To Your Beautiful,8
Luke Combs,2017-05-13,41,Hurricane,41
Travis Scott,2017-05-13,42,Goosebumps,42
Gucci Mane,2017-05-13,43,Both,41
Shawn Mendes,2017-05-13,44,There's Nothing Holdin' Me Back,44
Childish Gambino,2017-05-13,45,Redbone,45
Jason DeRulo,2017-05-13,46,Swalla,42
Ed Sheeran,2017-05-13,47,Castle On The Hill,6
Shawn Mendes,2017-05-13,48,Mercy,15
Xxxtentacion,2017-05-13,49,Look At Me!,34
French Montana,2017-05-13,50,Unforgettable,50
Katy Perry,2017-05-13,51,Chained To The Rhythm,4
Halsey,2017-05-13,52,Now Or Never,50
Drake,2017-05-13,53,Portland,9
Linkin Park,2017-05-13,54,Heavy,52
A Boogie Wit Da Hoodie,2017-05-13,55,Drowning,55
Kendrick Lamar,2017-05-13,56,XXX.,33
DJ Khaled,2017-05-13,57,Shining,57
Marian Hill,2017-05-13,58,Down,21
G-Eazy,2017-05-13,59,Good Life,59
Keith Urban,2017-05-13,60,The Fighter,38
Josh Turner,2017-05-13,61,Hometown Girl,56
Lady GaGa,2017-05-13,62,The Cure,39
Machine Gun Kelly,2017-05-13,63,At My Best,63
Lana Del Rey,2017-05-13,64,Lust For Life,64
Kendrick Lamar,2017-05-13,65,Yah.,32
Dierks Bentley,2017-05-13,66,Black,61
Jason Aldean,2017-05-13,67,Any Ol' Barstool,52
Charlie Puth,2017-05-13,68,Attention,68
Kendrick Lamar,2017-05-13,69,Feel.,35
Brantley Gilbert,2017-05-13,70,The Weekend,64
Kendrick Lamar,2017-05-13,71,Pride.,37
6Lack,2017-05-13,72,Prblms,72
Kelsea Ballerini,2017-05-13,73,Yeah Boy,73
Florida Georgia Line,2017-05-13,74,"God, Your Mama, And Me",68
Kendrick Lamar,2017-05-13,75,Lust.,42
Chris Brown,2017-05-13,76,Party,40
Russ,2017-05-13,77,Losin Control,63
Flo Rida,2017-05-13,78,Cake,73
Tee Grizzley,2017-05-13,79,First Day Out,76
Starley,2017-05-13,80,Call On Me,65
Zayn,2017-05-13,81,Still Got Time,66
YFN Lucci,2017-05-13,82,Everyday We Lit,79
Martin Garrix,2017-05-13,83,Scared To Be Lonely,80
Lord Huron,2017-05-13,84,The Night We Met,84
Dan + Shay,2017-05-13,85,How Not To,85
Lorde,2017-05-13,86,Green Light,19
Blackbear,2017-05-13,87,Do Re Mi,87
Big Sean,2017-05-13,88,Moves,38
Auli'i Cravalho,2017-05-13,89,How Far I'll Go,41
Paramore,2017-05-13,90,Hard Times,90
Kendrick Lamar,2017-05-13,91,Fear.,50
Thomas Rhett,2017-05-13,92,Craving You,53
Dylan Scott,2017-05-13,93,My Girl,93
Darius Rucker,2017-05-13,94,If I Told You,94
Nicki Minaj,2017-05-13,95,No Frauds,14
Kendrick Lamar,2017-05-13,96,God.,58
Drake,2017-05-13,97,Gyalchester,29
Future,2017-05-13,98,Selfish,37
2 Chainz X Gucci Mane X Quavo,2017-05-13,99,Good Drank,82
J. Cole,2017-05-13,100,Deja Vu,7
Kendrick Lamar,2017-05-06,1,Humble.,1
Ed Sheeran,2017-05-06,2,Shape Of You,1
Bruno Mars,2017-05-06,3,That's What I Like,2
Kendrick Lamar,2017-05-06,4,DNA.,4
Future,2017-05-06,5,Mask Off,5
Kyle,2017-05-06,6,iSpy,4
Zedd,2017-05-06,7,Stay,7
The Chainsmokers,2017-05-06,8,Something Just Like This,3
Luis Fonsi,2017-05-06,9,Despacito,9
Lil Uzi Vert,2017-05-06,10,XO Tour Llif3,8
Sam Hunt,2017-05-06,11,Body Like A Back Road,6
Julia Michaels,2017-05-06,12,Issues,12
Kygo,2017-05-06,13,It Ain't Me,11
Kendrick Lamar,2017-05-06,14,Loyalty.,14
Post Malone,2017-05-06,15,Congratulations,15
Kendrick Lamar,2017-05-06,16,Element.,16
James Arthur,2017-05-06,17,Say You Won't Let Go,16
Kendrick Lamar,2017-05-06,18,Love.,18
The Chainsmokers,2017-05-06,19,Paris,6
Clean Bandit,2017-05-06,20,Rockabye,9
Kodak Black,2017-05-06,21,Tunnel Vision,6
Harry Styles,2017-05-06,22,Sign Of The Times,4
Maroon 5,2017-05-06,23,Cold,16
The Weeknd,2017-05-06,24,I Feel It Coming,4
Khalid,2017-05-06,25,Location,20
Migos,2017-05-06,26,Bad And Boujee,1
Drake,2017-05-06,27,Passionfruit,8
The Chainsmokers,2017-05-06,28,Closer,1
Migos,2017-05-06,29,T-shirt,19
Big Sean,2017-05-06,30,Bounce Back,6
Rihanna,2017-05-06,31,Love On The Brain,5
Kendrick Lamar,2017-05-06,32,Yah.,32
Kendrick Lamar,2017-05-06,33,XXX.,33
Rae Sremmurd,2017-05-06,34,Swang,29
Kendrick Lamar,2017-05-06,35,Feel.,35
Zayn,2017-05-06,36,I Don't Wanna Live Forever (Fifty Shades Darker),2
Kendrick Lamar,2017-05-06,37,Pride.,37
Katy Perry,2017-05-06,38,Chained To The Rhythm,4
Lady GaGa,2017-05-06,39,The Cure,39
Ayo,2017-05-06,40,Rolex,32
Bruno Mars,2017-05-06,41,24K Magic,4
Kendrick Lamar,2017-05-06,42,Lust.,42
Alessia Cara,2017-05-06,43,Scars To Your Beautiful,8
Calvin Harris,2017-05-06,44,Slide,34
Brett Young,2017-05-06,45,In Case You Didn't Know,40
Travis Scott,2017-05-06,46,Goosebumps,43
Justin Timberlake,2017-05-06,47,Can't Stop The Feeling!,1
Gucci Mane,2017-05-06,48,Both,41
Shawn Mendes,2017-05-06,49,Mercy,15
Kendrick Lamar,2017-05-06,50,Fear.,50
Imagine Dragons,2017-05-06,51,Believer,41
Xxxtentacion,2017-05-06,52,Look At Me!,34
Jason DeRulo,2017-05-06,53,Swalla,42
Kendrick Lamar,2017-05-06,54,Blood.,54
Luke Combs,2017-05-06,55,Hurricane,51
Childish Gambino,2017-05-06,56,Redbone,48
Marian Hill,2017-05-06,57,Down,21
Kendrick Lamar,2017-05-06,58,God.,58
French Montana,2017-05-06,59,Unforgettable,59
Drake,2017-05-06,60,Portland,9
Ed Sheeran,2017-05-06,61,Castle On The Hill,6
Jon Pardi,2017-05-06,62,Dirt On My Boots,37
Kendrick Lamar,2017-05-06,63,Duckworth.,63
Josh Turner,2017-05-06,64,Hometown Girl,56
Auli'i Cravalho,2017-05-06,65,How Far I'll Go,41
Halsey,2017-05-06,66,Now Or Never,50
Keith Urban,2017-05-06,67,The Fighter,38
Linkin Park,2017-05-06,68,Heavy,52
Jason Aldean,2017-05-06,69,Any Ol' Barstool,52
DJ Khaled,2017-05-06,70,Shining,57
Chris Brown,2017-05-06,71,Party,40
A Boogie Wit Da Hoodie,2017-05-06,72,Drowning,72
Flo Rida,2017-05-06,73,Cake,73
Lorde,2017-05-06,74,Green Light,19
Dierks Bentley,2017-05-06,75,Black,61
G-Eazy,2017-05-06,76,Good Life,76
Brantley Gilbert,2017-05-06,77,The Weekend,64
Lil Yachty,2017-05-06,78,Peek A Boo,78
Russ,2017-05-06,79,Losin Control,63
Nicki Minaj,2017-05-06,80,No Frauds,14
Kelsea Ballerini,2017-05-06,81,Yeah Boy,73
Florida Georgia Line,2017-05-06,82,"God, Your Mama, And Me",68
Starley,2017-05-06,83,Call On Me,65
Big Sean,2017-05-06,84,Moves,38
Luke Bryan,2017-05-06,85,Fast,58
Tee Grizzley,2017-05-06,86,First Day Out,76
Logic,2017-05-06,87,Black Spiderman,87
Future,2017-05-06,88,Selfish,37
J. Cole,2017-05-06,89,Deja Vu,7
YFN Lucci,2017-05-06,90,Everyday We Lit,79
Martin Garrix,2017-05-06,91,Scared To Be Lonely,80
Drake,2017-05-06,92,Gyalchester,29
Chris Stapleton,2017-05-06,93,Broken Halos,93
AJR,2017-05-06,94,Weak,94
Dan + Shay,2017-05-06,95,How Not To,86
2 Chainz X Gucci Mane X Quavo,2017-05-06,96,Good Drank,82
Lady Antebellum,2017-05-06,97,You Look Good,60
Machine Gun Kelly,2017-05-06,98,At My Best,88
Lord Huron,2017-05-06,99,The Night We Met,99
Thomas Rhett,2017-05-06,100,Craving You,53
Ed Sheeran,2017-04-29,1,Shape Of You,1
Bruno Mars,2017-04-29,2,That's What I Like,2
Kendrick Lamar,2017-04-29,3,Humble.,2
Harry Styles,2017-04-29,4,Sign Of The Times,4
The Chainsmokers,2017-04-29,5,Something Just Like This,3
Kyle,2017-04-29,6,iSpy,4
Future,2017-04-29,7,Mask Off,7
Lil Uzi Vert,2017-04-29,8,XO Tour Llif3,8
Sam Hunt,2017-04-29,9,Body Like A Back Road,6
The Chainsmokers,2017-04-29,10,Paris,6
Kygo,2017-04-29,11,It Ain't Me,11
Julia Michaels,2017-04-29,12,Issues,12
Clean Bandit,2017-04-29,13,Rockabye,9
Zedd,2017-04-29,14,Stay,14
Kodak Black,2017-04-29,15,Tunnel Vision,6
James Arthur,2017-04-29,16,Say You Won't Let Go,16
The Weeknd,2017-04-29,17,I Feel It Coming,4
Migos,2017-04-29,18,Bad And Boujee,1
Post Malone,2017-04-29,19,Congratulations,19
Khalid,2017-04-29,20,Location,20
Maroon 5,2017-04-29,21,Cold,16
Drake,2017-04-29,22,Passionfruit,8
The Chainsmokers,2017-04-29,23,Closer,1
Rihanna,2017-04-29,24,Love On The Brain,5
Big Sean,2017-04-29,25,Bounce Back,6
Zayn,2017-04-29,26,I Don't Wanna Live Forever (Fifty Shades Darker),2
Katy Perry,2017-04-29,27,Chained To The Rhythm,4
Migos,2017-04-29,28,T-shirt,19
Rae Sremmurd,2017-04-29,29,Swang,29
Bruno Mars,2017-04-29,30,24K Magic,4
Alessia Cara,2017-04-29,31,Scars To Your Beautiful,8
Ayo,2017-04-29,32,Rolex,32
Justin Timberlake,2017-04-29,33,Can't Stop The Feeling!,1
Shawn Mendes,2017-04-29,34,Mercy,15
Marian Hill,2017-04-29,35,Down,21
Calvin Harris,2017-04-29,36,Slide,34
Xxxtentacion,2017-04-29,37,Look At Me!,34
Drake,2017-04-29,38,Fake Love,8
The Weeknd,2017-04-29,39,Starboy,1
Brett Young,2017-04-29,40,In Case You Didn't Know,40
Drake,2017-04-29,41,Portland,9
Jason DeRulo,2017-04-29,42,Swalla,42
Travis Scott,2017-04-29,43,Goosebumps,43
Gucci Mane,2017-04-29,44,Both,41
Jon Pardi,2017-04-29,45,Dirt On My Boots,37
Maroon 5,2017-04-29,46,Don't Wanna Know,6
Imagine Dragons,2017-04-29,47,Believer,41
Luis Fonsi,2017-04-29,48,Despacito,44
Childish Gambino,2017-04-29,49,Redbone,48
Halsey,2017-04-29,50,Now Or Never,50
Luke Combs,2017-04-29,51,Hurricane,51
Jason Aldean,2017-04-29,52,Any Ol' Barstool,52
Keith Urban,2017-04-29,53,The Fighter,38
Lorde,2017-04-29,54,Green Light,19
Chris Brown,2017-04-29,55,Party,40
Josh Turner,2017-04-29,56,Hometown Girl,56
Ed Sheeran,2017-04-29,57,Castle On The Hill,6
Linkin Park,2017-04-29,58,Heavy,52
DJ Khaled,2017-04-29,59,Shining,57
Auli'i Cravalho,2017-04-29,60,How Far I'll Go,41
Dierks Bentley,2017-04-29,61,Black,61
Drake,2017-04-29,62,Gyalchester,29
Russ,2017-04-29,63,Losin Control,63
Brantley Gilbert,2017-04-29,64,The Weekend,64
Starley,2017-04-29,65,Call On Me,65
Luke Bryan,2017-04-29,66,Fast,58
Big Sean,2017-04-29,67,Moves,38
Florida Georgia Line,2017-04-29,68,"God, Your Mama, And Me",68
Future,2017-04-29,69,Selfish,37
Train,2017-04-29,70,Play That Song,41
J. Cole,2017-04-29,71,Deja Vu,7
Drake,2017-04-29,72,Free Smoke,18
Kelsea Ballerini,2017-04-29,73,Yeah Boy,73
French Montana,2017-04-29,74,Unforgettable,74
